// Melia
// Database file
// 
// Class ID, Class Name, Name, Required Items, Reward Properties, Reward Account Properties, Reward Items
//---------------------------------------------------------------------------

[
{ classId: 230, className: "COLLECT_230", name: "Collection: Novaha Annex", requiredItems: ["SWD01_107","TBW01_107","TSW01_105","misc_Minos1","food_001"], rewardAccountProperties: "", rewardItems: "" },
{ classId: 231, className: "COLLECT_231", name: "Collection: Novaha Institute", requiredItems: ["BRC01_127","LEG01_111","TOP01_111","LEG01_112","misc_humming_bud","TOP01_112"], rewardAccountProperties: "", rewardItems: "" },
{ classId: 232, className: "COLLECT_232", name: "Collection: Karolis Springs", requiredItems: ["HAND01_107","FOOT01_107","NECK01_127","MAC01_108","LEG01_107","TOP01_107","BOW01_106"], rewardAccountProperties: "", rewardItems: "" },
{ classId: 233, className: "COLLECT_233", name: "Collection: Letas Stream", requiredItems: ["misc_zigri","STF01_108","misc_puragi","TSW01_106","TBW01_108","BRC01_129"], rewardAccountProperties: "", rewardItems: "" },
{ classId: 234, className: "COLLECT_234", name: "Collection: Pelke Shrine Ruins", requiredItems: ["misc_0048","R_SHD01_106","TSF01_106","R_LEG01_108"], rewardAccountProperties: "", rewardItems: "" },
{ classId: 235, className: "COLLECT_235", name: "Collection: Absenta Reservoir", requiredItems: ["R_BOW01_107","R_TOP01_108","R_MAC01_109","R_SPR01_104"], rewardAccountProperties: "", rewardItems: "" },
{ classId: 236, className: "COLLECT_236", name: "Collection: Sienakal Graveyard", requiredItems: ["gem_circle_1","gem_circle_1","gem_circle_1","gem_circle_1","gem_circle_1","gem_circle_1","gem_circle_1","gem_circle_1","gem_circle_1"], rewardAccountProperties: "", rewardItems: "" },
{ classId: 237, className: "COLLECT_237", name: "Collection: Carlyle's Mausoleum", requiredItems: ["R_TBW01_109","R_STF01_109","R_TOP01_110","HAND01_113","gem_square_1"], rewardAccountProperties: "", rewardItems: "" },
{ classId: 238, className: "COLLECT_238", name: "Collection: Delmore Hamlet", requiredItems: ["misc_0277","NECK01_128","HAND01_114","SPR01_105","SHD01_107"], rewardAccountProperties: "", rewardItems: "" },
{ classId: 239, className: "COLLECT_239", name: "Collection: Delmore Manor", requiredItems: ["misc_0277","misc_0277","NECK01_129","TBW01_110","LEG01_113","LEG01_114"], rewardAccountProperties: "", rewardItems: "" },
{ classId: 240, className: "COLLECT_240", name: "Collection: Delmore Outskirts", requiredItems: ["misc_0277","misc_0277","misc_0277","TSP01_101","TOP01_114","TOP01_113","misc_maize"], rewardAccountProperties: "", rewardItems: "" },
{ classId: 241, className: "COLLECT_241", name: "Collection: Feretory Hills", requiredItems: ["misc_Hallowventor","misc_0077","TSW01_108","misc_0097","MAC01_110"], rewardAccountProperties: "", rewardItems: "" },
{ classId: 242, className: "COLLECT_242", name: "Collection: Mochia Forest", requiredItems: ["BOW01_108","R_NECK02_106","TBW02_106","TSF01_108"], rewardAccountProperties: "", rewardItems: "" },
{ classId: 243, className: "COLLECT_243", name: "Collection: Sutatis Trade Route", requiredItems: ["misc_shredded2","misc_shredded3","misc_Tama","R_SPR01_106"], rewardAccountProperties: "", rewardItems: "" },
{ classId: 244, className: "COLLECT_244", name: "Collection: Topes Fortress 1F", requiredItems: ["HAND01_115","gem_circle_1","R_MAC01_116","BRC01_130"], rewardAccountProperties: "", rewardItems: "" },
{ classId: 245, className: "COLLECT_245", name: "Collection: Topes Fortress 2F", requiredItems: ["R_TSF01_109","R_TSP01_102","FOOT01_115","NECK01_130","gem_diamond_1","gem_star_1"], rewardAccountProperties: "", rewardItems: "" },
{ classId: 246, className: "COLLECT_246", name: "Collection: Bellai Rainforest", requiredItems: ["misc_0279","misc_0279","misc_0279","misc_0279","misc_0279","misc_0279","misc_0279","misc_0279","misc_0279"], rewardAccountProperties: "", rewardItems: "" },
{ classId: 247, className: "COLLECT_247", name: "Collection: Zeraha", requiredItems: ["R_BRC01_131","misc_0279","R_BRC01_131"], rewardAccountProperties: "", rewardItems: "" },
{ classId: 248, className: "COLLECT_248", name: "Collection: Seir Rainforest", requiredItems: ["misc_0065","misc_0279","LEG01_121","TOP01_121"], rewardAccountProperties: "", rewardItems: "" },
{ classId: 249, className: "COLLECT_249", name: "Collection: Galeed Plateau", requiredItems: ["misc_0057","misc_chupacabra_desert2","R_BOW01_123","Hat_628061","misc_0278","misc_0059","misc_Sauga_s3"], rewardAccountProperties: "", rewardItems: "" },
{ classId: 250, className: "COLLECT_250", name: "Collection: Fasika Plateau", requiredItems: ["misc_0076","R_TSW01_122","HAND01_122","misc_Ticen","misc_Tucen"], rewardAccountProperties: "", rewardItems: "" },
{ classId: 251, className: "COLLECT_251", name: "Collection: Manahas", requiredItems: ["misc_jore10","misc_0165","R_MAC01_129","misc_0074","misc_0044","R_SPR01_112"], rewardAccountProperties: "", rewardItems: "" },
{ classId: 252, className: "COLLECT_252", name: "Collection: Genar Field", requiredItems: ["misc_0104","R_NECK01_131","food_014","misc_0109"], rewardAccountProperties: "", rewardItems: "" },
{ classId: 253, className: "COLLECT_253", name: "Collection: Sicarius 1F", requiredItems: ["LEG01_122","gem_diamond_1","misc_0100","misc_Fire_Dragon2","misc_0117","misc_tower_of_firepuppet2"], rewardAccountProperties: "", rewardItems: "" },
{ classId: 254, className: "COLLECT_254", name: "Collection: Sicarius 2F", requiredItems: ["misc_0088","misc_chromadog","Hat_628036","misc_0100","misc_Fire_Dragon2"], rewardAccountProperties: "", rewardItems: "" },
{ classId: 255, className: "COLLECT_255", name: "Collection: What Is Falchion", requiredItems: ["R_SWD02_106","R_SWD02_104","R_SWD02_115"], rewardProperties: "", rewardItems: "" },
{ classId: 256, className: "COLLECT_256", name: "Collection: Bug Hater", requiredItems: ["R_HAND01_109","R_FOOT01_109","R_LEG01_109","R_TOP01_109"], rewardProperties: "", rewardItems: "" },
{ classId: 257, className: "COLLECT_257", name: "Collection: Love of Foreign Lands", requiredItems: ["R_HAND01_108","R_FOOT01_108","R_LEG01_108","R_TOP01_108"], rewardProperties: "", rewardItems: "" },
{ classId: 258, className: "COLLECT_258", name: "Collection: Beginner Weapons", requiredItems: ["R_SWD01_109","R_TSW01_107","R_STF01_109","R_TSF01_107","R_TBW01_109","R_BOW01_107","R_MAC01_109","R_SPR01_104","R_TSP01_102"], rewardProperties: "", rewardItems: "" },
{ classId: 259, className: "COLLECT_259", name: "Collection: Beginner Armor", requiredItems: ["R_FOOT02_101","R_TOP02_101","R_HAND02_101"], rewardProperties: "", rewardItems: "" },
{ classId: 260, className: "COLLECT_260", name: "Collection: Never-before Seen", requiredItems: ["R_HAND02_107","R_FOOT02_107","R_LEG02_107","R_HAND02_109","R_TOP02_109"], rewardProperties: "", rewardItems: "" },
{ classId: 261, className: "COLLECT_261", name: "Collection: Coastal Fortress", requiredItems: ["MAC01_135","BOW01_129","NECK01_142","misc_Infroholder","misc_Minos1"], rewardAccountProperties: "", rewardItems: "" },
{ classId: 262, className: "COLLECT_262", name: "Collection: Dingofasil District", requiredItems: ["LEG01_152","RAP01_104","TSW01_128","misc_Infroholder","misc_Socket"], rewardAccountProperties: "", rewardItems: "" },
{ classId: 263, className: "COLLECT_263", name: "Collection: Vedas Plateau", requiredItems: ["misc_saltisdaughter","R_TOP01_152","R_STF01_136","misc_Repusbunny","R_SPR01_118","misc_0102"], rewardAccountProperties: "", rewardItems: "" },
{ classId: 264, className: "COLLECT_264", name: "Collection: Mesafasla", requiredItems: ["R_HAND01_155","misc_Repusbunny","misc_saltisdaughter","BlueOrb_Repusbunny_bow_green","BlueOrb_Repusbunny_green","BlueOrb_saltisdaughter_mage_red"], rewardAccountProperties: "", rewardItems: "" },
{ classId: 265, className: "COLLECT_265", name: "Collection: Stogas Plateau", requiredItems: ["STF02_133","TSF02_133","misc_Siaulav_blue","CAN01_101","FOOT01_155"], rewardAccountProperties: "", rewardItems: "" },
{ classId: 266, className: "COLLECT_266", name: "Collection: Nahash Forest", requiredItems: ["misc_0188","PST01_105","misc_0188","LEG01_155","misc_0188","STF01_138"], rewardAccountProperties: "", rewardItems: "" },
{ classId: 267, className: "COLLECT_267", name: "Collection: Vera Coast", requiredItems: ["misc_0190","TBW01_138","TOP01_155","misc_0190","RAP01_105","misc_0255","misc_0256","MAC01_137"], rewardAccountProperties: "", rewardItems: "" },
{ classId: 268, className: "COLLECT_268", name: "Collection: Elgos Monastery Annex", requiredItems: ["misc_0193","TSF01_130","misc_0191","misc_0192","R_BOW02_132","SWD01_138"], rewardAccountProperties: "", rewardItems: "" },
{ classId: 269, className: "COLLECT_269", name: "Collection: Elgos Monastery Main Building", requiredItems: ["misc_0161","misc_0183","CAN01_108","misc_0191","misc_0192","misc_0195","NECK01_143","misc_0194","TSP01_112"], rewardAccountProperties: "", rewardItems: "" },
{ classId: 270, className: "COLLECT_270", name: "Collection: Alemeth Forest", requiredItems: ["DAG01_108","misc_0185","LEG01_154","misc_0186","SHD01_120","misc_0187"], rewardAccountProperties: "", rewardItems: "" },
{ classId: 271, className: "COLLECT_271", name: "Collection: Barha Forest", requiredItems: ["misc_0249","misc_0254","misc_0250","misc_0251"], rewardAccountProperties: "", rewardItems: "" },
{ classId: 272, className: "COLLECT_272", name: "Collection: Cranto Coast", requiredItems: ["SPR01_120","misc_0264","TSW01_130","MUS02_101","misc_0204"], rewardAccountProperties: "", rewardItems: "" },
{ classId: 273, className: "COLLECT_273", name: "Collection: Igti Coast", requiredItems: ["misc_0205","TSP02_125","misc_0206","CAN01_109"], rewardAccountProperties: "", rewardItems: "" },
{ classId: 274, className: "COLLECT_274", name: "Collection: Ibre Plateau", requiredItems: ["Drug_lapasape","misc_0204","misc_0207","DAG01_109","misc_0257","HAND01_157","FOOT01_157","CAN01_107","misc_0257"], rewardAccountProperties: "", rewardItems: "" },
{ classId: 275, className: "COLLECT_275", name: "Collection: Grand Yard Mesa", requiredItems: ["misc_0257","misc_0207","misc_0208","PST01_106","TOP01_157","CAN01_105","misc_0209","misc_0210"], rewardAccountProperties: "", rewardItems: "" },
{ classId: 276, className: "COLLECT_276", name: "Collection: Sventimas Exile", requiredItems: ["misc_0213","misc_0212","misc_0207","BRC01_139","misc_0211"], rewardAccountProperties: "", rewardItems: "" },
{ classId: 277, className: "COLLECT_277", name: "Collection: Kadumel Cliff", requiredItems: ["misc_0257","misc_0215","misc_0210","TBW01_139","misc_0214","MUS01_102"], rewardAccountProperties: "", rewardItems: "" },
{ classId: 278, className: "COLLECT_278", name: "Collection: Steel Heights", requiredItems: ["misc_Kepari","misc_0216","misc_0217","misc_0218","misc_0219","misc_0220","misc_0211"], rewardAccountProperties: "", rewardItems: "" },
{ classId: 279, className: "COLLECT_279", name: "Collection: Grynas Trails", requiredItems: ["misc_0162","misc_0221","misc_0222","misc_0189","misc_0162","misc_Socket"], rewardAccountProperties: "", rewardItems: "" },
{ classId: 280, className: "COLLECT_280", name: "Collection: Grynas Training Camp", requiredItems: ["misc_0225","misc_0224","LEG01_158","misc_0223","FOOT01_158"], rewardAccountProperties: "", rewardItems: "" },
{ classId: 281, className: "COLLECT_281", name: "Collection: Grynas Hills", requiredItems: ["misc_Fisherman","misc_0244","misc_0227","misc_Sakmoli","misc_0226","BOW01_132","TSF01_131","SPR01_121","MAC01_138"], rewardAccountProperties: "", rewardItems: "" },
{ classId: 282, className: "COLLECT_282", name: "Collection: Nheto Forest", requiredItems: ["misc_0395","misc_0396","misc_0397","misc_0398"], rewardAccountProperties: "", rewardItems: "" },
{ classId: 283, className: "COLLECT_283", name: "Collection: Svalphinghas Forest", requiredItems: ["misc_0399","misc_0400","misc_0401","misc_0402","misc_0403"], rewardAccountProperties: "", rewardItems: "" },
{ classId: 284, className: "COLLECT_284", name: "Collection: Lhadar Forest", requiredItems: ["misc_0404","misc_0405","misc_0406","misc_0330"], rewardAccountProperties: "", rewardItems: "" },
{ classId: 285, className: "COLLECT_285", name: "Collection: Timerys Temple", requiredItems: ["misc_0407","misc_0408","misc_0409","misc_0410","misc_0336","misc_0337","misc_0338","misc_0339"], rewardAccountProperties: "", rewardItems: "" },
{ classId: 286, className: "COLLECT_286", name: "Collection: Tevhrin Stalactite Cave Section 1", requiredItems: ["misc_0411","misc_0412","misc_0318","misc_0319"], rewardAccountProperties: "", rewardItems: "" },
{ classId: 287, className: "COLLECT_287", name: "Collection: Tevhrin Stalactite Cave Section 2", requiredItems: ["misc_0413","misc_0414","misc_0415","misc_0342","misc_0345"], rewardAccountProperties: "", rewardItems: "" },
{ classId: 288, className: "COLLECT_288", name: "Collection: Tevhrin Stalactite Cave Section 3", requiredItems: ["misc_0321","misc_0343","misc_0310","misc_0320"], rewardAccountProperties: "", rewardItems: "" },
{ classId: 289, className: "COLLECT_289", name: "Collection: Tevhrin Stalactite Cave Section 4", requiredItems: ["misc_0344","misc_0424","misc_0327","misc_0422","misc_0423","misc_0388","misc_0420","misc_0421"], rewardAccountProperties: "", rewardItems: "" },
{ classId: 290, className: "COLLECT_290", name: "Collection: Tevhrin Stalactite Cave Section 5", requiredItems: ["misc_0352","misc_0427","misc_0300","misc_0428","misc_0429","misc_0319","misc_0426","misc_0328","misc_0425"], rewardAccountProperties: "", rewardItems: "" },
{ classId: 291, className: "COLLECT_291", name: "Collection: City Wall District 8", requiredItems: ["misc_0433","misc_0432","misc_0304","misc_0430","misc_0431","misc_0448","misc_0449"], rewardAccountProperties: "", rewardItems: "" },
{ classId: 292, className: "COLLECT_292", name: "Collection: Jeromel Park", requiredItems: ["misc_0357","misc_0434","misc_0358","misc_0435","misc_0436"], rewardAccountProperties: "", rewardItems: "" },
{ classId: 293, className: "COLLECT_293", name: "Collection: Jonael Memorial", requiredItems: ["misc_0365","misc_0441","misc_0359","misc_0440","misc_0301","misc_0439","misc_0305","misc_0437","misc_0438"], rewardAccountProperties: "", rewardItems: "" },
{ classId: 294, className: "COLLECT_294", name: "Collection: Taniel I Memorial", requiredItems: ["misc_0335","misc_0444","misc_0445","misc_0442","misc_0443"], rewardAccountProperties: "", rewardItems: "" },
{ classId: 295, className: "COLLECT_295", name: "Collection: Kule Peak", requiredItems: ["misc_0447","misc_0311","misc_0446","misc_0457","misc_0458"], rewardAccountProperties: "", rewardItems: "" },
{ classId: 296, className: "COLLECT_296", name: "Collection: Arcus Forest", requiredItems: ["misc_0312","misc_0450","misc_0313","misc_0451","misc_0452","misc_0329","misc_0453"], rewardAccountProperties: "", rewardItems: "" },
{ classId: 297, className: "COLLECT_297", name: "Collection: Phamer Forest", requiredItems: ["misc_0333","misc_0454","misc_0324","misc_0334","misc_0455","misc_0456"], rewardAccountProperties: "", rewardItems: "" },
{ classId: 298, className: "COLLECT_298", name: "Collection: Ziburynas Forest", requiredItems: ["misc_0379","misc_0459","misc_0346","misc_0461","misc_0460","misc_0378","misc_0462","misc_0463"], rewardAccountProperties: "", rewardItems: "" },
{ classId: 299, className: "COLLECT_299", name: "Collection: Mollogheo Forest", requiredItems: ["misc_0381","misc_0464","misc_0465","misc_0382","misc_0466","misc_0384","misc_0467","misc_0468"], rewardAccountProperties: "", rewardItems: "" },
{ classId: 300, className: "COLLECT_300", name: "Collection: Zima Suecourt", requiredItems: ["misc_0316","misc_0469","misc_0470","misc_0323","misc_0472","misc_0471","misc_0308","misc_0473"], rewardAccountProperties: "", rewardItems: "" },
{ classId: 301, className: "COLLECT_301", name: "Collection: Emmet Forest", requiredItems: ["misc_0331","misc_0478","misc_0479","misc_0475","misc_0476","misc_0477"], rewardAccountProperties: "", rewardItems: "" },
{ classId: 302, className: "COLLECT_302", name: "Collection: Pystis Forest", requiredItems: ["misc_0375","misc_0485","misc_0484","misc_0307","misc_0482","misc_0483","misc_0306","misc_0480","misc_0481"], rewardAccountProperties: "", rewardItems: "" },
{ classId: 303, className: "COLLECT_303", name: "Collection: Syla Forest", requiredItems: ["misc_0331","misc_0486","misc_0487","misc_0490","misc_0488","misc_0489"], rewardAccountProperties: "", rewardItems: "" },
{ classId: 304, className: "COLLECT_304", name: "Collection: Alembique Cave", requiredItems: ["misc_0496","misc_0322","misc_0494","misc_0495","misc_0493","misc_0390","misc_0491","misc_0492"], rewardAccountProperties: "", rewardItems: "" },
{ classId: 305, className: "COLLECT_305", name: "Collection: Nobreer Forest", requiredItems: ["misc_0340","misc_0501","misc_0499","misc_0497","misc_0498","misc_0500"], rewardAccountProperties: "", rewardItems: "" },
{ classId: 306, className: "COLLECT_306", name: "Collection: Yudejan Forest", requiredItems: ["misc_0315","misc_0505","misc_0506","misc_0325","misc_0504","misc_0314","misc_0502","misc_0503"], rewardAccountProperties: "", rewardItems: "" },
{ classId: 307, className: "COLLECT_307", name: "Collection: Token of the Demon Treaty", requiredItems: ["WTREES_21_1_SQ_6_ITEM_C","WTREES_21_1_SQ_8_ITEM_C","WTREES_21_1_SQ_10_ITEM_C"], rewardAccountProperties: "", rewardItems: "" },
{ classId: 308, className: "COLLECT_308", name: "Collection: Pasleptas", requiredItems: ["Collection_Base_CASTLE65_3_HQ1","Collection_Base_PRISON62_2_HQ1","Collection_Base_KATYN12_HQ1"], rewardAccountProperties: "", rewardItems: "" },
{ classId: 309, className: "COLLECT_309", name: "Collection: Coasts", requiredItems: ["misc_0508","misc_0509","misc_0510","misc_0512","misc_0513","misc_0514"], rewardAccountProperties: "", rewardItems: "" },
{ classId: 310, className: "COLLECT_310", name: "Collection: Fantasy Library", requiredItems: ["misc_collect_qst_001","misc_0511","misc_collect_qst_002","misc_collect_qst_003","misc_collect_qst_004","misc_0518"], rewardAccountProperties: "", rewardItems: "" },
{ classId: 311, className: "COLLECT_311", name: "Collection: Narvas Temple", requiredItems: ["misc_0515","misc_0516","misc_0517"], rewardAccountProperties: "", rewardItems: "" },
{ classId: 312, className: "COLLECT_312", name: "Collection: Lanko Waters", requiredItems: ["misc_collect_qst_005","misc_collect_qst_006","misc_collect_qst_007","misc_collect_qst_008","misc_collect_qst_009","misc_collect_qst_010"], rewardAccountProperties: "", rewardItems: "" },
{ classId: 313, className: "COLLECT_313", name: "Collection: Sage Master's Bookmark", requiredItems: ["misc_collect_gimk_001","misc_collect_gimk_002","misc_collect_gimk_003","misc_collect_gimk_004","misc_collect_gimk_005","misc_collect_gimk_006","misc_collect_gimk_007"], rewardProperties: "", rewardAccountProperties: "" },
{ classId: 314, className: "COLLECT_314", name: "Collection: Explorer Finds", requiredItems: ["misc_collect_gimk_008","misc_collect_gimk_009","misc_collect_gimk_010","misc_collect_gimk_011","misc_collect_gimk_012","misc_collect_gimk_013","misc_collect_gimk_014","misc_collect_gimk_015"], rewardProperties: "", rewardAccountProperties: "" },
{ classId: 315, className: "COLLECT_315", name: "Collection: Little Dexter's Gift", requiredItems: ["misc_collect_gimk_016","misc_collect_gimk_017","misc_collect_gimk_018","misc_collect_gimk_019","misc_collect_gimk_020","misc_collect_gimk_021","misc_collect_gimk_022"], rewardProperties: "", rewardAccountProperties: "" },
{ classId: 317, className: "COLLECT_317", name: "Collection: Gabija’s Authority", requiredItems: ["Goddess_fragments_gabiaA","Goddess_fragments_gabiaB","Goddess_fragments_gabiaC"], rewardAccountProperties: "", rewardItems: "" },
{ classId: 318, className: "COLLECT_318", name: "Collection: Vakarine's Authority", requiredItems: ["Goddess_fragments_vakarineA","Goddess_fragments_vakarineB","Goddess_fragments_vakarineC"], rewardAccountProperties: "", rewardItems: "" },
{ classId: 319, className: "COLLECT_319", name: "QUEST_20221125_014529", requiredItems: ["Event_2109_Gold_coin","Event_2109_Gold_coin","Event_2109_Gold_coin","Event_2109_Gold_coin"], rewardAccountProperties: "", rewardItems: "" },
{ classId: 320, className: "COLLECT_320", name: "ITEM_20221125_028289", requiredItems: ["misc_collect_ep14_2_1","misc_collect_ep14_2_2","misc_collect_ep14_2_3","misc_collect_ep14_2_4"], rewardAccountProperties: "", rewardItems: "" },
{ classId: 321, className: "COLLECT_321", name: "ITEM_20221125_028290", requiredItems: ["misc_collect_ep14_2_5","misc_collect_ep14_2_6"], rewardAccountProperties: "", rewardItems: "" },
{ classId: 322, className: "COLLECT_322", name: "ITEM_20221205_028315", requiredItems: ["Event_2212_Gold_Key","Event_2212_Gold_Key","Event_2212_Gold_Key"], rewardAccountProperties: "", rewardItems: "" },
{ classId: 323, className: "COLLECT_323", name: "ITEM_20230130_028342", requiredItems: ["misc_collect_ep15_1_1","misc_collect_ep15_1_2","misc_collect_ep15_1_3"], rewardAccountProperties: "", rewardItems: "" },
]
